EMPLOYEE_HISTORY_CODE,EMPLOYEE_HISTORY_PARENT,EMPLOYEE_CODE,RECORD_START_DATE,RECORD_END_DATE,POSITION_CODE,POSITION_START_DATE,MANAGER_CODE,MANAGER,MANAGER_MB,BRANCH_CODE,ORGANIZATION_CODE
30218,30322,10241,2018-10-10 00:00:00.0,,5600,2016-07-21 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30785,30669,10242,2014-05-15 00:00:00.0,2017-01-04 00:00:00.0,5600,2014-05-15 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30906,30669,10242,2017-01-05 00:00:00.0,2018-10-09 00:00:00.0,5700,2017-01-05 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30219,30322,10242,2018-10-10 00:00:00.0,,5700,2017-01-05 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30907,30669,10243,2015-03-13 00:00:00.0,2018-10-09 00:00:00.0,5600,2015-03-13 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30220,30322,10243,2018-10-10 00:00:00.0,,5600,2015-03-13 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30221,30322,10244,2020-06-18 00:00:00.0,,5500,2020-06-18 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30554,30421,10578,2014-05-18 00:00:00.0,,1500,2014-05-18 00:00:00.0,10444,Steven Henderson,Steven Henderson,26,4730
30809,30670,10579,2016-02-03 00:00:00.0,2018-02-14 00:00:00.0,4200,2016-02-03 00:00:00.0,10704,Chiyo Tanaka,千代 田中,25,4750
30612,30616,10636,2020-03-06 00:00:00.0,,2500,2020-03-06 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30613,30616,10637,2020-03-08 00:00:00.0,,2500,2020-03-08 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30816,30616,10638,2016-10-14 00:00:00.0,2018-02-22 00:00:00.0,2400,2012-09-06 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30614,30616,10638,2018-02-23 00:00:00.0,,2500,2018-02-23 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30615,30616,10639,2016-10-14 00:00:00.0,,2600,2015-08-20 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30616,30359,10640,2016-10-14 00:00:00.0,,2300,2016-10-14 00:00:00.0,10382,Susan Keon,Susan Keon,35,6740
30617,30422,10641,2014-10-16 00:00:00.0,,2100,2014-10-16 00:00:00.0,10445,Ian Roberts,Ian Roberts,35,6740
30948,30670,10539,2016-05-30 00:00:00.0,2018-02-14 00:00:00.0,4200,2016-05-30 00:00:00.0,10704,Chiyo Tanaka,千代 田中,34,4750
30515,30555,10539,2018-02-15 00:00:00.0,,4200,2016-05-30 00:00:00.0,10579,Kaori Takahashi,香 高橋,34,4750
30516,30572,10540,2014-12-24 00:00:00.0,,2300,2014-12-24 00:00:00.0,10596,Lifang Tan,麗芳 陈,33,4740
30517,30539,10541,2016-10-17 00:00:00.0,,5000,2016-10-17 00:00:00.0,10563,Isamu Aoki,勇 青木,33,4820
30518,30562,10542,2015-02-18 00:00:00.0,,5100,2015-02-18 00:00:00.0,10586,Hye-Yul Choi,혜율 최,34,4820
30519,30544,10543,2020-06-06 00:00:00.0,,4000,2020-06-06 00:00:00.0,10568,Kouhei Kimura,康平 木村,34,4730
30520,30522,10544,2016-02-26 00:00:00.0,,5600,2016-02-26 00:00:00.0,10546,Cai Zhang,財 張,34,034
30579,30628,10603,2019-05-30 00:00:00.0,,4400,2019-05-30 00:00:00.0,10652,Saburo Tanaka,三郎 田中,33,4720
30580,30532,10604,2020-02-14 00:00:00.0,,4800,2020-02-14 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
30581,30532,10605,2019-03-17 00:00:00.0,,4800,2019-03-17 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
30582,30034,10606,2020-02-27 00:00:00.0,,4800,2020-02-27 00:00:00.0,10054,Alan Wilcox,Alan Wilcox,19,1810
30583,30034,10607,2015-04-18 00:00:00.0,,4800,2015-04-18 00:00:00.0,10054,Alan Wilcox,Alan Wilcox,19,1810
30584,30034,10608,2020-05-01 00:00:00.0,,4800,2020-05-01 00:00:00.0,10054,Alan Wilcox,Alan Wilcox,19,1810
30585,30061,10609,2016-07-30 00:00:00.0,,5800,2015-06-25 00:00:00.0,10081,Gabriela Rojas,Gabriela Rojas,21,1810
30586,30061,10610,2016-07-30 00:00:00.0,,4800,2015-03-05 00:00:00.0,10081,Gabriela Rojas,Gabriela Rojas,21,1810
30587,30061,10611,2019-09-19 00:00:00.0,,4800,2019-09-19 00:00:00.0,10081,Gabriela Rojas,Gabriela Rojas,21,1810
30588,30034,10612,2016-07-16 00:00:00.0,,4800,2016-07-16 00:00:00.0,10054,Alan Wilcox,Alan Wilcox,19,1810
30589,30026,10613,2016-05-29 00:00:00.0,,4800,2016-05-29 00:00:00.0,10046,Sherry Rowland,Sherry Rowland,17,1810
30590,30026,10614,2016-01-16 00:00:00.0,,4800,2016-01-16 00:00:00.0,10046,Sherry Rowland,Sherry Rowland,17,1810
31030,30517,10656,2018-02-07 00:00:00.0,,5100,2018-02-07 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
31031,30517,10657,2018-05-30 00:00:00.0,,5100,2018-05-30 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
31032,30517,10658,2018-09-12 00:00:00.0,,5100,2018-09-12 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
31033,30517,10659,2017-08-16 00:00:00.0,,5100,2017-08-16 00:00:00.0,10541,Wenhui Hé,文慧 何,33,4820
31034,30517,10660,2017-08-16 00:00:00.0,,5100,2017-08-16 00:00:00.0,10541,Wenhui Hé,文慧 何,33,4820
30825,30803,10677,2017-01-08 00:00:00.0,2019-01-19 00:00:00.0,4800,2017-01-08 00:00:00.0,10431,Frans Vreede,Frans Vreede,15,5810
30643,30609,10677,2019-01-20 00:00:00.0,,4800,2017-01-08 00:00:00.0,10633,Gabriella Björnstjerna,Gabriella Björnstjerna,15,5810
30644,30413,10678,2016-04-28 00:00:00.0,,5000,2016-04-28 00:00:00.0,10436,Joki Virtanen,Joki Virtanen,15,5820
30645,30415,10679,2015-10-10 00:00:00.0,,5300,2015-10-10 00:00:00.0,10438,Marko Wainio,Marko Wainio,15,5800
30818,30058,10680,2015-03-12 00:00:00.0,2017-12-31 00:00:00.0,5700,2015-03-12 00:00:00.0,10078,Frédéric Samson,Frédéric Samson,6,006
30945,30649,10680,2018-01-03 00:00:00.0,2018-02-22 00:00:00.0,5400,2018-01-03 00:00:00.0,10683,Dominique Morel,Dominique Morel,38,038
30646,30439,10680,2018-02-23 00:00:00.0,,5400,2018-01-03 00:00:00.0,10462,Sandrine Nuissier,Sandrine Nuissier,38,038
30647,30124,10681,2015-02-25 00:00:00.0,,3100,2015-02-25 00:00:00.0,10147,Vincent Mercier,Vincent Mercier,6,6760
30744,30544,10778,2016-06-16 00:00:00.0,,4000,2016-06-16 00:00:00.0,10568,Kouhei Kimura,康平 木村,34,4730
30745,30522,10779,2014-03-16 00:00:00.0,,5500,2014-03-16 00:00:00.0,10546,Cai Zhang,財 張,34,034
30746,30507,10780,2018-02-09 00:00:00.0,,3700,2018-02-09 00:00:00.0,10531,Keith Abbott,Keith Abbott,34,4710
30747,30532,10781,2017-02-05 00:00:00.0,,4800,2017-02-05 00:00:00.0,10556,Ting Guo,婷 郭,34,4810
30748,30528,10782,2017-03-02 00:00:00.0,,4600,2017-03-02 00:00:00.0,10552,Shujuan Hu,淑娟 胡,26,4810
30749,30541,10783,2014-09-12 00:00:00.0,,5500,2014-09-12 00:00:00.0,10565,Kenzo Inoue,三健 井上,26,026
30750,30555,10784,2018-02-23 00:00:00.0,,4200,2018-02-23 00:00:00.0,10579,Kaori Takahashi,香 高橋,25,4750
30751,30562,10785,2014-02-01 00:00:00.0,,5100,2014-02-01 00:00:00.0,10586,Hye-Yul Choi,혜율 최,32,4820
30752,30034,10786,2010-05-30 00:00:00.0,,4800,2010-05-30 00:00:00.0,10054,Alan Wilcox,Alan Wilcox,19,1810
30753,30061,10787,2016-08-07 00:00:00.0,,4800,2016-08-07 00:00:00.0,10081,Gabriela Rojas,Gabriela Rojas,21,1810
30754,30026,10788,2013-04-05 00:00:00.0,,4800,2013-04-05 00:00:00.0,10046,Sherry Rowland,Sherry Rowland,17,1810
30755,30232,10789,2013-09-26 00:00:00.0,,5100,2013-09-26 00:00:00.0,10255,Isabel Rios,Isabel Rios,24,1820
30912,30669,10348,2017-10-04 00:00:00.0,2018-10-09 00:00:00.0,5500,2017-10-04 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30325,30322,10348,2018-10-10 00:00:00.0,,5500,2017-10-04 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30913,30669,10349,2016-10-14 00:00:00.0,2018-10-09 00:00:00.0,5500,2016-10-14 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30326,30322,10349,2018-10-10 00:00:00.0,,5500,2016-10-14 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30725,30422,10759,2014-08-31 00:00:00.0,,2000,2014-08-31 00:00:00.0,10445,Ian Roberts,Ian Roberts,37,6740
30726,30437,10760,2013-08-28 00:00:00.0,,5100,2013-08-28 00:00:00.0,10460,Daniel Hart,Daniel Hart,35,6820
30727,30429,10761,2013-10-10 00:00:00.0,,4200,2013-10-10 00:00:00.0,10452,Jane Dean,Jane Dean,6,6750
30728,30135,10762,2018-03-14 00:00:00.0,,4400,2018-03-14 00:00:00.0,10158,Johann Wagner,Johann Wagner,38,6720
30729,30150,10763,2017-11-16 00:00:00.0,,3300,2017-11-16 00:00:00.0,10173,Heinz Weber,Heinz Weber,29,7760
30730,30146,10764,2013-07-25 00:00:00.0,,4300,2013-07-25 00:00:00.0,10169,Almut Diederichsen,Almut Diederichsen,29,7720
30937,30806,10765,2014-08-31 00:00:00.0,2018-04-04 00:00:00.0,5600,2014-08-31 00:00:00.0,10486,Fabian Tibor,Fabian Tibor,39,039
30731,30461,10765,2018-04-05 00:00:00.0,,5600,2014-08-31 00:00:00.0,10484,Florian Keschmann,Florian Keschmann,39,039
30411,30609,10434,2019-01-20 00:00:00.0,,4800,2018-05-16 00:00:00.0,10633,Gabriella Björnstjerna,Gabriella Björnstjerna,15,5810
30804,30803,10435,2015-08-30 00:00:00.0,2019-01-19 00:00:00.0,4800,2015-08-30 00:00:00.0,10431,Frans Vreede,Frans Vreede,15,5810
30412,30609,10435,2019-01-20 00:00:00.0,,5800,2019-01-20 00:00:00.0,10633,Gabriella Björnstjerna,Gabriella Björnstjerna,15,5810
30413,30107,10436,2014-03-05 00:00:00.0,,4900,2014-03-05 00:00:00.0,10130,Aron Adelsvärd,Aron Adelsvärd,31,5820
30251,30056,10274,2020-03-01 00:00:00.0,,4000,2020-03-01 00:00:00.0,10076,Florence Martin,Florence Martin,6,6730
30252,30122,10275,2012-09-10 00:00:00.0,,1600,2012-09-10 00:00:00.0,10145,Sébastien Pascal,Sébastien Pascal,6,6750
30253,30422,10276,2019-06-06 00:00:00.0,,2200,2019-06-06 00:00:00.0,10445,Ian Roberts,Ian Roberts,37,6740
30254,30616,10277,2020-03-20 00:00:00.0,,2400,2020-03-20 00:00:00.0,10640,Helen Jones,Helen Jones,37,6740
30255,30616,10278,2016-10-14 00:00:00.0,,2500,2015-06-25 00:00:00.0,10640,Helen Jones,Helen Jones,14,6740
30256,30616,10279,2019-04-03 00:00:00.0,,2500,2019-04-03 00:00:00.0,10640,Helen Jones,Helen Jones,37,6740
30257,30616,10280,2018-12-06 00:00:00.0,,2400,2018-12-06 00:00:00.0,10640,Helen Jones,Helen Jones,6,6740
30258,30616,10281,2016-12-29 00:00:00.0,,2600,2016-12-29 00:00:00.0,10640,Helen Jones,Helen Jones,23,6740
30259,30616,10282,2019-05-15 00:00:00.0,,2400,2019-05-15 00:00:00.0,10640,Helen Jones,Helen Jones,37,6740
30260,30616,10283,2019-04-10 00:00:00.0,,2500,2019-04-10 00:00:00.0,10640,Helen Jones,Helen Jones,14,6740
30261,30616,10284,2020-06-05 00:00:00.0,,2600,2020-06-05 00:00:00.0,10640,Helen Jones,Helen Jones,38,6740
30262,30616,10285,2018-12-14 00:00:00.0,,2600,2018-12-14 00:00:00.0,10640,Helen Jones,Helen Jones,35,6740
30392,30391,10415,2016-12-15 00:00:00.0,,2000,2016-12-15 00:00:00.0,10414,Kaarlo Laine,Kaarlo Laine,31,5740
30393,30391,10416,2014-11-06 00:00:00.0,,2200,2014-11-06 00:00:00.0,10414,Kaarlo Laine,Kaarlo Laine,31,5740
30874,30642,10417,2018-01-14 00:00:00.0,2019-04-02 00:00:00.0,2500,2018-01-14 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,31,5740
30394,30236,10417,2019-04-03 00:00:00.0,,2500,2018-01-14 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,31,5740
30875,30642,10418,2017-04-12 00:00:00.0,2019-04-02 00:00:00.0,2500,2017-04-12 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,15,5740
30395,30236,10418,2019-04-03 00:00:00.0,,2500,2017-04-12 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30876,30642,10419,2016-06-24 00:00:00.0,2019-04-02 00:00:00.0,2600,2016-06-24 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,15,5740
30396,30236,10419,2019-04-03 00:00:00.0,,2600,2016-06-24 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30877,30642,10420,2014-05-04 00:00:00.0,2019-04-02 00:00:00.0,2600,2014-05-04 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,31,5740
30397,30236,10420,2019-04-03 00:00:00.0,,2600,2014-05-04 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,31,5740
30398,30109,10421,2014-03-27 00:00:00.0,,3300,2014-03-27 00:00:00.0,10132,Christiaan Cabrera,Christiaan Cabrera,31,5760
30399,30109,10422,2020-04-19 00:00:00.0,,3300,2020-04-19 00:00:00.0,10132,Christiaan Cabrera,Christiaan Cabrera,9,5760
30933,30647,10467,2014-04-26 00:00:00.0,2018-06-09 00:00:00.0,3400,2014-04-26 00:00:00.0,10681,Daniel Bertrand,Daniel Bertrand,13,6760
30444,30130,10467,2018-06-10 00:00:00.0,,3400,2014-04-26 00:00:00.0,10153,Philippe Lavolier,Philippe Lavolier,13,6760
30953,30667,10468,2016-07-04 00:00:00.0,2017-12-19 00:00:00.0,5600,2016-07-04 00:00:00.0,10701,Gretchen Goetschy,Gretchen Goetschy,14,014
30445,30009,10468,2017-12-20 00:00:00.0,,5600,2016-07-04 00:00:00.0,10017,Fritz Hirsch,Fritz Hirsch,14,014
30954,30667,10469,2013-12-25 00:00:00.0,2017-12-19 00:00:00.0,5700,2013-12-25 00:00:00.0,10701,Gretchen Goetschy,Gretchen Goetschy,14,014
30446,30009,10469,2017-12-20 00:00:00.0,,5700,2013-12-25 00:00:00.0,10017,Fritz Hirsch,Fritz Hirsch,14,014
30988,30648,10470,2015-12-09 00:00:00.0,2017-01-25 00:00:00.0,5700,2015-12-09 00:00:00.0,10682,David Fournier,David Fournier,23,023
30447,30055,10470,2017-01-26 00:00:00.0,,5700,2015-12-09 00:00:00.0,10075,Julie Béchard,Julie Béchard,23,023
30448,30084,10471,2018-03-01 00:00:00.0,,5500,2018-03-01 00:00:00.0,10107,Walter Taylor,Walter Taylor,35,035
30449,30273,10472,2016-10-14 00:00:00.0,,2000,2016-10-14 00:00:00.0,10296,Franca Moretti,Franca Moretti,29,7740
30957,30654,10473,2015-01-11 00:00:00.0,2017-11-07 00:00:00.0,3300,2015-01-11 00:00:00.0,10688,Alexandra Samuelsen,Alexandra Samuelsen,7,7760
30450,30150,10473,2017-11-08 00:00:00.0,,3300,2015-01-11 00:00:00.0,10173,Heinz Weber,Heinz Weber,7,7760
30601,30348,10625,2015-08-06 00:00:00.0,,2600,2015-08-06 00:00:00.0,10371,Paula Kane,Paula Kane,17,1740
30602,30348,10626,2015-10-29 00:00:00.0,,2600,2015-10-29 00:00:00.0,10371,Paula Kane,Paula Kane,24,1740
30603,30226,10627,2020-06-19 00:00:00.0,,2200,2020-06-19 00:00:00.0,10249,Emma Sommer,Emma Sommer,24,1740
30604,30226,10628,2020-02-14 00:00:00.0,,2200,2020-02-14 00:00:00.0,10249,Emma Sommer,Emma Sommer,19,1740
30605,30052,10629,2015-10-01 00:00:00.0,,4600,2015-10-01 00:00:00.0,10072,Greg Belding,Greg Belding,17,1810
30606,30273,10630,2018-05-17 00:00:00.0,,2200,2018-05-17 00:00:00.0,10296,Franca Moretti,Franca Moretti,7,7740
30607,30454,10631,2018-05-30 00:00:00.0,,2600,2018-05-30 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,7,7740
30608,30459,10632,2016-01-09 00:00:00.0,,4800,2016-01-09 00:00:00.0,10482,Isabella Lombardi,Isabella Lombardi,7,7810
30815,30803,10633,2017-04-23 00:00:00.0,2019-01-19 00:00:00.0,5800,2017-04-23 00:00:00.0,10431,Frans Vreede,Frans Vreede,15,5810
30609,30408,10633,2019-01-20 00:00:00.0,,4700,2019-01-20 00:00:00.0,10431,Frans Vreede,Frans Vreede,15,5810
30610,30609,10634,2019-10-24 00:00:00.0,,4800,2019-10-24 00:00:00.0,10633,Gabriella Björnstjerna,Gabriella Björnstjerna,15,5810
30611,30609,10635,2019-07-11 00:00:00.0,,4800,2019-07-11 00:00:00.0,10633,Gabriella Björnstjerna,Gabriella Björnstjerna,15,5810
30674,30531,10708,2016-01-20 00:00:00.0,,4500,2016-01-20 00:00:00.0,10555,An Li,安 李,34,4810
30675,30572,10709,2015-03-29 00:00:00.0,,3500,2015-03-29 00:00:00.0,10596,Lifang Tan,麗芳 陈,33,4710
30947,30677,10710,2018-01-04 00:00:00.0,2018-02-17 00:00:00.0,5400,2018-01-04 00:00:00.0,10711,David Dolby,David Dolby,28,028
30676,30498,10710,2018-02-18 00:00:00.0,,5400,2018-01-04 00:00:00.0,10522,Doris Berger,Doris Berger,28,028
30677,30552,10711,2015-12-30 00:00:00.0,,5300,2015-12-30 00:00:00.0,10576,Genzo Imori,源蔵 井森,28,4800
30678,30058,10712,2016-01-21 00:00:00.0,,5500,2016-01-21 00:00:00.0,10078,Frédéric Samson,Frédéric Samson,6,006
30679,30012,10713,2017-04-02 00:00:00.0,,5600,2017-04-02 00:00:00.0,10020,Maria Iacobucci,Maria Iacobucci,7,007
30680,30028,10714,2016-01-28 00:00:00.0,,5600,2015-07-08 00:00:00.0,10048,Georges Saint-Germain,Georges Saint-Germain,18,018
30681,30033,10715,2013-09-18 00:00:00.0,,5700,2013-09-18 00:00:00.0,10053,Alex Rodriguez,Alex Rodriguez,19,019
30682,30045,10716,2015-01-30 00:00:00.0,,5600,2015-01-30 00:00:00.0,10065,Corey Wright,Corey Wright,21,021
30683,30041,10717,2013-08-23 00:00:00.0,,5500,2013-08-23 00:00:00.0,10061,Julie Olsen,Julie Olsen,22,022
30684,30535,10718,2014-04-10 00:00:00.0,,5600,2014-04-10 00:00:00.0,10559,Masao Hayashi,正男 林,25,025
30662,30652,10696,2015-10-07 00:00:00.0,,5000,2015-10-07 00:00:00.0,10686,Conrad Brink,Conrad Brink,37,6820
30663,30169,10697,2015-09-12 00:00:00.0,,1900,2015-09-12 00:00:00.0,10192,Alexander Schmuker,Alexander Schmuker,40,8740
30664,30171,10698,2015-02-25 00:00:00.0,,4100,2015-02-25 00:00:00.0,10194,Gilles Bacchus,Gilles Bacchus,40,8750
30665,30169,10699,2015-02-21 00:00:00.0,,2300,2015-02-21 00:00:00.0,10192,Alexander Schmuker,Alexander Schmuker,40,8740
30666,30170,10700,2015-12-09 00:00:00.0,,3100,2015-12-09 00:00:00.0,10193,Paul Schlosser,Paul Schlosser,40,8760
30667,30005,10701,2015-10-14 00:00:00.0,,5400,2015-10-14 00:00:00.0,10013,Else Mörike,Else Mörike,14,014
30668,30173,10702,2015-08-05 00:00:00.0,,4900,2015-08-05 00:00:00.0,10196,Bernard Simon,Bernard Simon,40,8820
30669,30486,10703,2015-03-05 00:00:00.0,,5400,2015-03-05 00:00:00.0,10510,Nicholas Bichot,Nicholas Bichot,40,040
30670,30556,10704,2015-05-22 00:00:00.0,,4100,2015-05-22 00:00:00.0,10580,Daiki Watanabe,大輝 渡辺,25,4750
30982,30674,10706,2015-04-24 00:00:00.0,2017-02-22 00:00:00.0,4700,2015-04-24 00:00:00.0,10708,Cai Wú,財 吳,26,4810
30672,30528,10706,2017-02-23 00:00:00.0,,4700,2015-04-24 00:00:00.0,10552,Shujuan Hu,淑娟 胡,26,4810
30673,30064,10707,2015-04-08 00:00:00.0,,5400,2015-04-08 00:00:00.0,10087,Kazumi Uragome,和美 裏込,32,032
30732,30470,10766,2016-03-27 00:00:00.0,,3700,2016-03-27 00:00:00.0,10494,Jennifer Chambers,Jennifer Chambers,40,8710
30733,30192,10767,2017-05-26 00:00:00.0,,4200,2017-05-26 00:00:00.0,10215,Antje Schwarz,Antje Schwarz,40,8750
30734,30478,10768,2014-10-18 00:00:00.0,,4400,2014-10-18 00:00:00.0,10502,Julia Schulz,Julia Schulz,40,8720
30735,30481,10769,2019-02-22 00:00:00.0,,4600,2019-02-22 00:00:00.0,10505,Silvia Lazzeretti,Silvia Lazzeretti,40,8810
30736,30316,10770,2019-09-22 00:00:00.0,,5100,2019-09-22 00:00:00.0,10339,Grazia Gallo,Grazia Gallo,40,8820
30737,30630,10771,2018-04-12 00:00:00.0,,3400,2018-04-12 00:00:00.0,10654,Liling Guo,麗玲 郭,28,4760
30738,30517,10772,2018-04-19 00:00:00.0,,5100,2018-04-19 00:00:00.0,10541,Wenhui Hé,文慧 何,28,4820
30739,30066,10773,2020-02-02 00:00:00.0,,5500,2020-02-02 00:00:00.0,10089,Alice Walter,Alice Walter,28,028
30740,30628,10774,2018-04-11 00:00:00.0,,4400,2018-04-11 00:00:00.0,10652,Saburo Tanaka,三郎 田中,28,4720
30741,30629,10775,2018-04-25 00:00:00.0,,2200,2018-04-25 00:00:00.0,10653,Meifeng Toh,美鳳 桌,28,4740
30742,30508,10776,2018-02-16 00:00:00.0,,4800,2018-02-16 00:00:00.0,10532,Dean Campbell,Dean Campbell,28,4810
30743,30516,10777,2016-12-31 00:00:00.0,,2500,2016-12-31 00:00:00.0,10540,Anling Zhang,安玲 張,33,4740
30783,30669,10234,2015-05-06 00:00:00.0,2017-05-02 00:00:00.0,5500,2015-05-06 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30901,30669,10234,2017-05-03 00:00:00.0,2018-10-09 00:00:00.0,5600,2017-05-03 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30211,30322,10234,2018-10-10 00:00:00.0,,5600,2017-05-03 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30902,30669,10235,2017-09-17 00:00:00.0,2018-10-09 00:00:00.0,5600,2017-09-17 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30212,30322,10235,2018-10-10 00:00:00.0,,5600,2017-09-17 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30903,30669,10236,2015-10-24 00:00:00.0,2018-10-09 00:00:00.0,5700,2015-10-24 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30213,30322,10236,2018-10-10 00:00:00.0,,5700,2015-10-24 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30904,30669,10237,2015-10-29 00:00:00.0,2018-10-09 00:00:00.0,5600,2015-10-29 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30214,30322,10237,2018-10-10 00:00:00.0,,5600,2015-10-29 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30215,30322,10238,2019-02-23 00:00:00.0,,5600,2019-02-23 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30216,30322,10239,2020-03-29 00:00:00.0,,5600,2020-03-29 00:00:00.0,10345,Ulla Blackmore,Ulla Blackmore,40,040
30923,30669,10240,2016-12-04 00:00:00.0,2018-10-09 00:00:00.0,5500,2016-12-04 00:00:00.0,10703,Tresa Seefelder,Tresa Seefelder,40,040
30231,30047,10254,2019-03-03 00:00:00.0,,4200,2014-11-19 00:00:00.0,10067,Lowell Johnson,Lowell Johnson,24,1750
30232,30376,10255,2013-09-18 00:00:00.0,,5000,2013-09-18 00:00:00.0,10399,Tammy Sherwood,Tammy Sherwood,24,1820
30233,30232,10256,2013-02-03 00:00:00.0,,5100,2013-02-03 00:00:00.0,10255,Isabel Rios,Isabel Rios,24,1820
30234,30105,10257,2020-05-07 00:00:00.0,,5700,2020-05-07 00:00:00.0,10128,Gepetto Perez,Gepetto Perez,24,024
30235,30105,10258,2018-08-10 00:00:00.0,,5500,2018-08-10 00:00:00.0,10128,Gepetto Perez,Gepetto Perez,24,024
30787,30642,10259,2016-11-24 00:00:00.0,2019-04-02 00:00:00.0,2500,2016-11-24 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,15,5740
30236,30386,10259,2019-04-03 00:00:00.0,,2300,2019-04-03 00:00:00.0,10409,Dirk Bakker,Dirk Bakker,15,5740
30237,30236,10260,2020-02-27 00:00:00.0,,2400,2020-02-27 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30872,30642,10261,2018-09-05 00:00:00.0,2019-04-02 00:00:00.0,2600,2018-09-05 00:00:00.0,10676,Gerda  Cronhielm,Gerda  Cronhielm,9,5740
30238,30236,10261,2019-04-03 00:00:00.0,,2600,2018-09-05 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,9,5740
30239,30114,10262,2020-01-23 00:00:00.0,,4000,2020-01-23 00:00:00.0,10137,Axel Armfelt,Axel Armfelt,15,5730
30240,30236,10263,2020-03-27 00:00:00.0,,2400,2020-03-27 00:00:00.0,10259,Kerstin Lagerskiöld,Kerstin Lagerskiöld,15,5740
30134,30428,10157,2020-06-12 00:00:00.0,,3700,2019-06-12 00:00:00.0,10451,Katja Willborn,Katja Willborn,37,6710
30135,30125,10158,2018-03-04 00:00:00.0,,4300,2018-03-04 00:00:00.0,10148,Albrecht Lehrer,Albrecht Lehrer,37,6720
30834,30652,10159,2019-03-01 00:00:00.0,2020-06-25 00:00:00.0,5000,2019-03-01 00:00:00.0,10686,Conrad Brink,Conrad Brink,37,6820
30136,30436,10159,2020-06-26 00:00:00.0,,5000,2019-03-01 00:00:00.0,10459,Gianni Vertemati,Gianni Vertemati,37,6820
30137,30136,10160,2019-05-29 00:00:00.0,,5100,2019-05-29 00:00:00.0,10159,Isaac Brule,Isaac Brule,38,6820
30148,30273,10171,2014-10-22 00:00:00.0,,2100,2014-10-22 00:00:00.0,10296,Franca Moretti,Franca Moretti,7,7740
30149,30454,10172,2014-08-20 00:00:00.0,,2600,2014-08-20 00:00:00.0,10477,Roberto Fusillo,Roberto Fusillo,39,7740
30150,30266,10173,2017-11-08 00:00:00.0,,3100,2017-11-08 00:00:00.0,10289,Konrad Kramer,Konrad Kramer,39,7760
30151,30150,10174,2018-07-07 00:00:00.0,,3200,2018-07-07 00:00:00.0,10173,Heinz Weber,Heinz Weber,39,7760
30152,30150,10175,2019-08-23 00:00:00.0,,3400,2019-08-23 00:00:00.0,10173,Heinz Weber,Heinz Weber,39,7760
